landmark_0_x,landmark_0_y,landmark_0_z,landmark_1_x,landmark_1_y,landmark_1_z,landmark_2_x,landmark_2_y,landmark_2_z,landmark_3_x,landmark_3_y,landmark_3_z,landmark_4_x,landmark_4_y,landmark_4_z,landmark_5_x,landmark_5_y,landmark_5_z,landmark_6_x,landmark_6_y,landmark_6_z,landmark_7_x,landmark_7_y,landmark_7_z,landmark_8_x,landmark_8_y,landmark_8_z,landmark_9_x,landmark_9_y,landmark_9_z,landmark_10_x,landmark_10_y,landmark_10_z,landmark_11_x,landmark_11_y,landmark_11_z,landmark_12_x,landmark_12_y,landmark_12_z,landmark_13_x,landmark_13_y,landmark_13_z,landmark_14_x,landmark_14_y,landmark_14_z,landmark_15_x,landmark_15_y,landmark_15_z,landmark_16_x,landmark_16_y,landmark_16_z,landmark_17_x,landmark_17_y,landmark_17_z,landmark_18_x,landmark_18_y,landmark_18_z,landmark_19_x,landmark_19_y,landmark_19_z,landmark_20_x,landmark_20_y,landmark_20_z,gesture_label
0.0,0.0,0.0,-0.3414272969236333,-0.27790302904005215,0.0744495085649061,-0.5462342144472941,-0.05733105303310592,0.09141699864907116,-0.7433976714716265,0.14063049551053378,0.11976246408806561,-0.9461571894665578,0.3225687240072527,0.14092055628704953,-0.31239836267180987,-0.9008179654872616,0.0,-0.4137360767525885,-1.2431905141622823,-0.028429522739852935,-0.49702441414333387,-1.5402008025232143,-0.04544867886007962,-0.5399421497620283,-1.6957943260703492,-0.019203799612005808,-0.058872038528154785,-0.998265537359444,0.0,-0.08179505210291095,-1.4515978943276726,-0.006462189416911923,-0.0729230236622714,-1.7112216872563955,-0.02259607944458575,-0.06749090310339528,-1.9086199526722716,-0.017136039182515068,0.1794770313521941,-0.9533962795213955,0.0,0.21598755042641343,-1.3064385998410006,-0.0796010810583648,0.23481007161710019,-1.5822903530714516,-0.0842806064920912,0.2681924694124317,-1.738544519522504,-0.10189626386002198,0.37431196056434296,-0.8470350706138194,0.0,0.4911404241432432,-1.141891868708433,-0.022684058125779002,0.5451391478850578,-1.3237609477217693,-0.04142345475527016,0.635647805394108,-1.472210170139377,-0.016318044111462024,open
0.0,0.0,0.0,-0.3158619397870553,-0.3148376566144193,0.06094346973967793,-0.5622241442968156,-0.10856213746454674,0.108568197834975,-0.8221447671566621,0.0756790759805027,0.12515781553715016,-0.9663503088816844,0.22197049818383877,0.12355429295660222,-0.22855738970063869,-0.9256496440651113,0.0,-0.26198398094006314,-1.3246665781115403,0.044846112041510885,-0.3069232690250827,-1.5752158457177063,0.06992311318285763,-0.3212735837193312,-1.7432333457029157,0.09066494890097938,0.03283028938588972,-0.9994609407569857,0.0,0.027692925134668058,-1.4194019301110996,0.04951214522806632,-0.005345728354288408,-1.7312514833604342,0.07523102157376386,0.038287497183822135,-1.9060671873112158,0.09007982731481638,0.26606637607071637,-0.9329443467393065,0.0,0.3070903293394637,-1.3238635459577646,0.028744330539962906,0.33357508514735434,-1.5691374449792803,0.05145341557881658,0.3716578123588888,-1.7551986209036847,0.05629463762941823,0.45033781322663247,-0.809180887471729,0.0,0.5562687673039706,-1.0681587100398973,-0.002745542476976466,0.6238859914283004,-1.2814316053074073,-0.006188830991022763,0.7098205635569648,-1.4337098228927956,-0.03035625557692156,open
0.0,0.0,0.0,-0.3462462621427481,-0.320718988460027,0.06614082595678711,-0.5988672360941949,-0.10140922716445104,0.08867779513441679,-0.8312115476340481,0.028790929601952963,0.14578159104007363,-1.0388214190154461,0.21415630392909424,0.14024569757201147,-0.20026246430735697,-0.9321806098252533,0.0,-0.23678042628214654,-1.284357861450916,0.045045306007542835,-0.22380618817366313,-1.5603050304599213,0.05192903623112618,-0.26720855119721276,-1.7552549910013822,0.05833758371990332,0.0632517664457136,-0.9979976022223184,0.0,0.12968339274199592,-1.4378821064997005,-0.0034497900782445253,0.1507047599044773,-1.7302709550368154,-0.0065437434468666325,0.19115479590362658,-1.878408145485548,-0.0018294127981596554,0.2943540395306289,-0.924409092339661,0.0,0.3492530151181427,-1.2691444932300326,-0.012423344451267025,0.4573202124266874,-1.5745018758227263,0.03428804989667565,0.4854984492675733,-1.7587177471474655,0.04090726601969297,0.4747710274259224,-0.7950913948649009,0.0,0.5633451306107068,-1.085267970583487,-0.007960283085837705,0.6629512255723248,-1.2790289828726995,0.010905151188296778,0.7543191063345984,-1.3971984706022786,-0.02138797365630534,open
0.0,0.0,0.0,-0.304732903590809,-0.34423109912149535,0.06065298131319792,-0.5500209255837499,-0.16667217202968057,0.11023777694610531,-0.8085284926941615,0.030743943618029523,0.1321463044521459,-1.068473066909851,0.17114139043907672,0.12086112990818035,-0.1513460511481324,-0.9413607792693002,0.0,-0.1551823064625949,-1.3283476769460771,0.017436493868167518,-0.16547556312490672,-1.5914727307265575,0.018331741918827398,-0.17774462978222363,-1.7989629579983617,0.03650838875758018,0.11524365683944475,-0.9933372536849066,0.0,0.12550113846955394,-1.3962464224973847,-0.009867095560779337,0.16871900619209607,-1.6896536778792122,-0.01733582005879205,0.19822818803438705,-1.892013235783938,-0.036550359840934896,0.34219103083357305,-0.9077894959765133,0.0,0.444305216336441,-1.2329406009867372,0.021343072417658714,0.49385329424320434,-1.4902594058894698,0.031197922695966086,0.5711779610295723,-1.6794065601889683,0.03185943879449786,0.5156140836637384,-0.7692333660202759,0.0,0.6791672196139679,-1.0388116571602162,0.01665450934824059,0.745174408441191,-1.2120526832078067,0.009973131644959056,0.8538109944478743,-1.3751769358612003,-0.020368441137542364,open
0.0,0.0,0.0,-0.35395499425323357,-0.23808219159426616,0.06098862190239554,-0.5704561233242482,0.013540154170719616,0.09887109007269888,-0.7580555786896207,0.22164226478135748,0.10567773475663218,-0.933602749180607,0.41986407142691845,0.12509506925138447,-0.3583028937584992,-0.8835636820676381,0.0,-0.4700206734362386,-1.2763762198832438,-0.004647899606819372,-0.5628981642681198,-1.4792667483486093,-0.013098238412920708,-0.6342161500544166,-1.648077787349143,0.004942193115747725,-0.11012242694159051,-0.993918030364926,0.0,-0.14193757806580873,-1.4512161503240002,-0.028182819805806742,-0.19834016584853223,-1.6890823575135252,-0.030553415689613662,-0.18678699063415843,-1.900452780989634,-0.018712009870062607,0.1302184288467209,-0.9613634231532459,0.0,0.15555070550812533,-1.3530651821076247,0.020383499113369577,0.17320655835823642,-1.631572838606635,-0.001665566589087998,0.17686764613104186,-1.8072302074396358,-0.004399721394305959,0.3302644612614823,-0.8651608175934363,0.0,0.42175835756981095,-1.1749617528017622,-0.004807631449093226,0.4919424379251333,-1.3546502471127653,-0.047659648015302446,0.5302969253420182,-1.535009501336134,-0.06374367692519341,open
0.0,0.0,0.0,-0.4254764161612125,-0.3306507657318551,0.06993697215677597,-0.6553443286680174,-0.09235608835283911,0.11601232073351055,-0.8665882966304193,0.1325388070939592,0.10549795600930066,-1.0580467988486038,0.31440570555692043,0.12006686972031988,-0.32659311618824455,-0.8957693232094346,0.0,-0.43450883054874834,-1.2377526061878386,0.004630521205954148,-0.5147062914856483,-1.4804546571378594,-0.004426477126040463,-0.620006266434556,-1.648640031253121,-0.01283642612737048,-0.07463820431279214,-0.9972106790728636,0.0,-0.05016196787600114,-1.4507007306380708,-0.0031033430617010576,-0.08701496803008042,-1.7236357041052393,0.005156074476028712,-0.08554549027781869,-1.929373031687683,0.030820412331075745,0.1643900851345165,-0.9561131577892346,0.0,0.2083257496175963,-1.3157011826208773,-0.008157150284456757,0.26471178915398696,-1.59931502690409,0.01616312293272847,0.2949470177121127,-1.7809403176541951,0.017933776506338494,0.36088129582032524,-0.852843798710129,0.0,0.45534617674694794,-1.1323459839963068,0.015543891245864883,0.5275551306825619,-1.3016359640517823,-0.00897668946565474,0.5745046019701534,-1.4896500653279465,0.04525152798449791,open
0.0,0.0,0.0,-0.2344439976459002,-0.32159465853997354,0.05499000996617569,-0.48687569806791,-0.14950888845061647,0.0760059393048763,-0.7211718558255139,-0.008334279505124808,0.08971118208370088,-0.9288419483829372,0.10895778562129883,0.13971345254058323,-0.047418705390403784,-0.9522695050896752,0.0,-0.039196098995389644,-1.3422353483113136,0.007476123827246871,-0.013258223063398768,-1.588111825885644,0.01728301060120652,-0.007778011880076113,-1.7740664140589728,0.01777735475714656,0.2232579107459372,-0.9747594089257919,0.0,0.3097006108748653,-1.382009059928105,0.003197514535310913,0.37406297445653874,-1.6739910759214423,-0.008735163323171426,0.41288127183606144,-1.8811025760367608,0.002730025501619543,0.4394802475081273,-0.8648893470487602,0.0,0.5783334115158221,-1.2264734548815892,0.0026963373120243352,0.6845481505954487,-1.453629242534133,-0.002532078648990534,0.7683293309854231,-1.6115851675698527,-0.025267949612529626,0.596698734982872,-0.708186751034726,0.0,0.7700600967771679,-0.9940826931745453,0.019178142462172212,0.8662791621401152,-1.1385251699723438,0.032975283651216505,0.9699435498684582,-1.2805118983138628,0.020610405504201287,open
0.0,0.0,0.0,-0.4376665571639687,-0.26327969852128214,0.06253229911410589,-0.6407898454474307,-0.021717351518382593,0.0918442031821302,-0.8491851429481421,0.2023231285384113,0.13037171229640812,-0.9744341826579787,0.36125765122636433,0.17054456003664753,-0.39988606822242456,-0.865538489257553,0.0,-0.5023461720899807,-1.2226256443046222,0.010403189427552336,-0.5771688956298912,-1.4955342550710657,-3.899741312503379e-05,-0.649102215919683,-1.6904296344129874,-0.007453497382234346,-0.15723015490302233,-0.9875619871122885,0.0,-0.2108420548649943,-1.4249474191025913,-0.04158211718205963,-0.2584442777607815,-1.7066328034461822,-0.06277475778488219,-0.30447435772638254,-1.9001704778747532,-0.08576901485669984,0.08438620411769389,-0.966465436082865,0.0,0.09466910952793134,-1.352999608887077,0.047402724835538985,0.12562633990331296,-1.6205251059032764,0.05327943917266262,0.11074557214012606,-1.761330685187838,0.05389925534243401,0.288777890503892,-0.8798779373455176,0.0,0.38327243934526917,-1.1849615580735742,0.003355980238694193,0.4033198194347482,-1.3542429985965645,0.039615570814983715,0.44720967637255654,-1.5159465965253467,0.08172726429357342,open
0.0,0.0,0.0,-0.4425295795355046,-0.257727885445465,0.05945740507362201,-0.6448993908587833,0.009673634198382876,0.14205104278834169,-0.8018233031507658,0.2024120888872997,0.09704121228538377,-0.975876688457267,0.4210763947467961,0.1293111852642928,-0.4199589362778322,-0.8559791094326009,0.0,-0.5303935771547886,-1.2147496090048977,0.00602703055950575,-0.6199546585803317,-1.4935173362180176,-0.03941461392081357,-0.6825370816286721,-1.6574415470487185,-0.015852940610149406,-0.18021419197366992,-0.9836273913486129,0.0,-0.26431201253265707,-1.3810396031834014,-0.008440656866913806,-0.260948195583239,-1.6538268380502867,0.015660281665342255,-0.34038572887081225,-1.8694054632749915,-0.009963769481542848,0.061828381989160776,-0.9681702958513229,0.0,0.05275994764558688,-1.352434325932977,0.004272946663955315,0.04201868751967258,-1.5986638317059485,0.08366689669073178,0.03831369752623047,-1.756148706561072,0.07943668377083671,0.268183442945802,-0.8863720977112356,0.0,0.31500472685982994,-1.185753065303739,-0.019004366884357245,0.36287266896092796,-1.4194122645753975,-0.019625284314549952,0.40754880288360723,-1.532795154301425,-0.04165489391139434,open
0.0,0.0,0.0,-0.46036932807569686,-0.23076475505149197,0.06723289232740187,-0.5951956380916186,0.045888632132412774,0.10201155720934167,-0.7835651788392671,0.25414837971221266,0.11430459671784111,-0.8901491199802082,0.43450238775516004,0.11683484144015076,-0.5069490465648174,-0.8075075282198051,0.0,-0.7095820112023837,-1.1189665826176487,-0.029290426010394853,-0.8741399244748801,-1.3199106547076704,0.011742028400053435,-0.9565969387671903,-1.497350148435457,0.02145525267247097,-0.2818259897919769,-0.9594655342834221,0.0,-0.43730929702344806,-1.3843204442607435,0.013392740506450377,-0.5564152916726376,-1.6394807910750133,0.024361161077320597,-0.6057111993635564,-1.8021326347062538,0.030346971848244718,-0.03949139409046722,-0.969338382806039,0.0,-0.09425893557309847,-1.3638885006759154,0.001355069873917034,-0.12811377019176096,-1.6115951360730012,0.010467334505019863,-0.1556950860391037,-1.7401760318741435,0.04384828391488731,0.1742698817501742,-0.9095096827335377,0.0,0.19838283762513648,-1.2148264641911914,0.030344451027720314,0.18986272086214703,-1.42880548854932,-0.04466698883582626,0.2690624822263085,-1.5708551751128834,-0.019956189308703513,open
